objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
positive;0,00;0,00;0,00;0,00;727,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;20,00;0,00;0,94;0,03;0,88;0,03;0,01;0,00;0,03;0,00;0,03;0,93;0,02;0,00;0,00;1,00;0,01;0,00;0,02;0,32;0,00;0,94;0,82;0,06;0,12;0,40;0,39;0,32;0,05;0,50;0,50;0,00;0,79;63784,00;63163,00;0,00;0,17;0,07;0,00;0,00;0,00;0,00;1,00;0,00;0,82;62400,00;60148,00;2733,00;0,00;1,00;0,00;0,00;0,78;0,13;3,60;0,00;0,00;0,04;0,07;19046,00;19059,00;1923,00;0,00;0,00;0,02;0,29;0,00;45687,00;43340,00;41802,00;2626,00;0,93;0,00;0,30;0,00;0,32;0,00;0,00;0,50;0,56;6,30;0,00;0,02;0,66;0,84;0,00;0,17;0,06;0,00;0,00;0,02;0,58;0,03;0,05;0,00;0,05;0,00;0,07;0,02;0,04;0,32;0,31;0,08;0,39;0,58;0,39;0,19;0,15;0,00;0,25;0,06;0,00;0,05;0,00;38,00;0,00;0,00;1,00;1,00;1,00;163,00;0,03;0,00;0,91;0,06;0,31;6,04;0,08;0,40;0,00;0,00;0,97;0,21;0,15;0,17;0,14;0,11;0,00;0,00;0,00;33,00;42,00;21,00;0,37;0,17;0,12;0,25;0,14;0,03;0,11;0,08;0,35;0,17;0,17;0,23;0,00;53,00;0,06;0,00;0,00;0,05;0,01;0,01;0,03;0,00;0,00;0,48;0,30;0,19;0,31;0,20;0,14;241,00;166,00;75,00;0,20;0,00
positive;0,00;0,00;1,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;10,00;0,08;0,91;0,09;0,84;0,02;0,07;0,05;0,03;0,00;0,03;0,85;0,03;0,02;0,02;0,98;0,00;0,00;0,03;0,26;0,00;0,00;0,77;0,00;0,21;0,40;0,19;0,13;0,00;0,49;0,51;0,13;0,69;69533,00;62719,00;0,05;0,18;0,03;0,00;0,11;0,11;0,08;0,83;0,15;0,66;69212,00;57980,00;4969,00;0,05;0,96;0,00;0,04;0,50;0,06;6,70;0,09;10,20;0,08;0,08;22927,00;17493,00;2074,00;0,42;11,70;0,06;0,20;0,02;54882,00;48335,00;43123,00;4802,00;0,93;0,00;0,23;5,60;0,25;0,02;6,70;0,42;0,47;7,80;0,03;0,07;0,15;0,51;0,39;0,23;0,05;0,02;0,01;0,02;0,50;0,06;0,02;0,00;0,02;0,02;0,05;0,07;0,22;0,25;0,22;0,04;0,29;0,44;0,28;0,13;0,15;0,04;0,14;0,20;0,03;0,10;0,00;8,00;0,00;0,00;0,00;2,00;2,00;33,00;0,08;0,07;0,86;0,05;0,15;4,39;0,14;0,43;0,00;0,00;0,99;0,30;0,13;0,11;0,10;0,12;0,05;0,04;0,00;37,00;52,00;23,00;0,39;0,24;0,10;0,24;0,11;0,04;0,07;0,08;0,56;0,27;0,27;0,29;0,02;670,00;0,19;0,11;0,08;0,50;0,33;0,17;0,12;0,06;0,00;1,54;1,03;0,51;0,46;0,25;0,20;1888,00;1225,00;663,00;0,24;1,00
positive;0,00;0,00;1,00;0,00;1029,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;35,00;0,14;0,86;0,14;0,79;0,00;0,03;0,12;0,00;0,00;0,00;0,84;0,03;0,02;0,02;0,97;0,00;0,01;0,03;0,19;0,20;0,13;0,62;0,09;0,28;0,40;0,47;0,37;0,03;0,32;0,68;0,26;0,30;39726,00;40062,00;0,19;0,10;0,01;0,02;0,12;0,14;0,07;0,47;0,28;0,19;31699,00;27026,00;1764,00;0,34;0,96;0,00;0,03;0,75;0,10;24,50;0,16;14,40;0,04;0,17;14917,00;12133,00;1149,00;0,68;19,40;0,12;0,17;0,10;35003,00;25786,00;20465,00;1608,00;0,99;0,00;0,16;7,10;0,19;0,01;6,30;0,31;0,39;6,20;0,00;0,00;0,11;0,43;0,53;0,08;0,01;0,01;0,01;0,00;0,41;0,01;0,03;0,01;0,01;0,01;0,01;0,01;0,12;0,19;0,19;0,21;0,21;0,69;0,21;0,11;0,34;0,14;0,09;0,04;0,03;0,06;1,00;46,00;0,00;0,00;0,00;5,00;2,00;196,00;0,05;0,00;0,56;0,03;0,08;2,56;0,05;0,31;0,00;0,00;0,98;0,46;0,26;0,07;0,05;0,03;0,00;0,00;0,00;20,00;26,00;16,00;0,25;0,23;0,08;0,05;0,16;0,08;0,07;0,07;0,49;0,21;0,28;0,18;0,03;1150,00;0,03;0,02;0,02;0,23;0,15;0,10;0,02;0,02;0,00;0,14;0,12;0,02;0,16;0,10;0,07;321,00;216,00;105,00;0,08;0,00
negative;0,00;0,00;0,98;0,00;495,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;10,00;0,06;0,93;0,07;0,88;0,00;0,06;0,04;0,03;0,00;0,04;0,84;0,02;0,02;0,01;0,98;0,00;0,00;0,02;0,28;0,03;0,03;0,66;0,03;0,31;0,30;0,14;0,09;0,05;0,45;0,55;0,03;0,80;95220,00;75521,00;0,09;0,18;0,06;0,02;0,07;0,07;0,07;0,87;0,04;0,78;93364,00;71966,00;8710,00;0,05;0,85;0,03;0,06;0,63;0,04;3,40;0,07;6,20;0,14;0,04;26517,00;21666,00;2326,00;0,21;6,00;0,04;0,23;0,03;60389,00;55650,00;44295,00;6496,00;0,81;0,00;0,25;0,00;0,31;0,02;6,50;0,48;0,56;5,00;0,01;0,04;0,09;0,28;0,66;0,21;0,04;0,04;0,03;0,04;0,59;0,04;0,05;0,00;0,04;0,06;0,06;0,03;0,26;0,31;0,28;0,07;0,35;0,43;0,30;0,15;0,17;0,03;0,10;0,24;0,07;0,10;0,00;3,00;0,00;0,00;1,00;4,00;4,00;13,00;0,10;0,06;0,86;0,03;0,17;4,25;0,13;0,43;0,01;56,00;1,00;0,29;0,15;0,10;0,11;0,10;0,06;0,03;0,01;39,00;50,00;28,00;0,36;0,26;0,10;0,22;0,14;0,06;0,08;0,06;0,57;0,31;0,28;0,26;0,04;920,00;0,14;0,08;0,06;1,07;0,63;0,44;0,07;0,04;0,00;5,40;4,58;0,83;0,47;0,26;0,21;1422,00;964,00;458,00;0,25;0,00
positive;0,00;0,00;0,98;0,92;200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;44,00;0,25;0,69;0,31;0,53;0,06;0,03;0,16;0,03;0,01;0,01;0,81;0,01;0,03;0,01;0,97;0,01;0,00;0,05;0,23;0,29;0,00;0,58;0,16;0,26;0,50;0,26;0,15;0,04;0,33;0,67;0,23;0,06;29856,00;30101,00;0,39;0,09;0,02;0,00;0,13;0,29;0,06;0,55;0,27;0,07;26115,00;20923,00;1836,00;0,47;0,91;0,00;0,08;0,37;0,10;28,30;0,46;46,90;0,04;0,17;13282,00;10370,00;1130,00;1,74;43,90;0,14;0,08;0,09;0,00;21946,00;19037,00;1860,00;0,96;0,00;0,13;21,70;0,19;0,04;16,10;0,26;0,35;14,00;0,01;0,09;0,26;0,61;0,30;0,04;0,01;0,00;0,00;0,00;0,40;0,01;0,00;0,01;0,00;0,00;0,01;0,00;0,01;0,19;0,16;0,07;0,28;0,35;0,28;0,03;0,40;0,13;0,09;0,00;0,06;0,09;1,00;48,00;0,00;0,00;0,00;3,00;3,00;209,00;0,02;0,00;0,64;0,06;0,09;2,60;0,06;0,15;0,00;0,00;1,00;0,55;0,23;0,06;0,02;0,00;0,00;0,00;0,00;17,00;19,00;15,00;0,28;0,30;0,11;0,02;0,21;0,13;0,09;0,11;0,32;0,11;0,19;0,15;0,00;0,00;0,02;0,00;0,00;0,04;0,00;0,00;0,02;0,00;0,00;0,16;0,11;0,00;0,11;0,06;0,04;129,00;82,00;47,00;0,04;0,00
positive;0,00;0,00;0,00;0,00;318,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;14,00;0,05;0,93;0,07;0,87;0,03;0,03;0,05;0,02;0,01;0,04;0,85;0,07;0,02;0,00;0,99;0,00;0,00;0,01;0,26;0,03;0,27;0,70;0,04;0,24;0,40;0,38;0,24;0,07;0,42;0,57;0,13;0,57;61573,00;57536,00;0,05;0,14;0,04;0,01;0,07;0,07;0,03;0,87;0,14;0,54;57145,00;54534,00;3277,00;0,11;0,97;0,04;0,00;0,68;0,03;6,70;0,00;0,00;0,07;0,08;19119,00;15562,00;1525,00;0,05;1,70;0,08;0,21;0,01;47039,00;36611,00;34625,00;2542,00;0,77;0,00;0,24;10,20;0,27;0,03;10,90;0,47;0,53;7,40;0,00;0,03;0,26;0,38;0,52;0,13;0,03;0,00;0,02;0,01;0,57;0,04;0,09;0,00;0,04;0,01;0,04;0,01;0,07;0,27;0,25;0,08;0,49;0,41;0,49;0,16;0,18;0,04;0,14;0,11;0,03;0,04;0,00;36,00;0,00;0,00;1,00;4,00;2,00;157,00;0,06;0,03;0,84;0,04;0,18;4,72;0,09;0,37;0,00;8,00;0,98;0,28;0,15;0,15;0,09;0,10;0,03;0,01;0,00;32,00;40,00;23,00;0,35;0,19;0,11;0,20;0,13;0,06;0,07;0,07;0,45;0,24;0,22;0,27;0,02;1580,00;0,07;0,04;0,03;0,19;0,11;0,08;0,04;0,02;0,00;1,45;0,99;0,46;0,30;0,18;0,12;246,00;175,00;71,00;0,16;0,00
negative;0,00;0,00;0,99;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,07;0,91;0,09;0,82;0,02;0,03;0,05;0,02;0,01;0,01;0,85;0,01;0,02;0,01;0,98;0,00;0,01;0,02;0,30;0,03;0,04;0,76;0,04;0,20;0,40;0,40;0,35;0,00;0,32;0,67;0,16;0,62;58100,00;53997,00;0,07;0,14;0,03;0,00;0,07;0,09;0,07;0,74;0,14;0,54;54564,00;53765,00;3447,00;0,16;0,93;0,00;0,06;0,55;0,05;7,40;0,00;0,00;0,03;0,10;13655,00;11462,00;1128,00;0,16;4,60;0,07;0,28;0,04;47415,00;42708,00;44628,00;2272,00;0,96;0,00;0,24;13,50;0,27;0,05;15,00;0,42;0,49;8,80;0,01;0,05;0,15;0,46;0,49;0,19;0,01;0,00;0,02;0,01;0,53;0,01;0,02;0,01;0,02;0,00;0,02;0,01;0,24;0,27;0,25;0,07;0,22;0,46;0,22;0,20;0,26;0,10;0,22;0,05;0,01;0,04;0,00;1,00;0,00;0,00;0,00;2,00;2,00;4,00;0,08;0,03;0,77;0,03;0,16;4,08;0,08;0,30;0,00;0,00;0,99;0,34;0,16;0,12;0,12;0,08;0,00;0,00;0,00;28,00;38,00;17,00;0,33;0,27;0,11;0,16;0,20;0,10;0,09;0,04;0,53;0,29;0,25;0,29;0,01;623,00;0,19;0,16;0,04;0,31;0,16;0,14;0,14;0,04;0,00;0,45;0,43;0,03;0,31;0,19;0,12;1068,00;822,00;246,00;0,16;1,00
positive;0,00;0,00;1,00;0,00;1496,00;0,00;0,00;0,00;0,93;0,00;0,00;0,00;0,00;0,00;0,98;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,98;63,00;0,07;0,93;0,09;0,86;0,02;0,06;0,00;0,05;0,00;0,04;0,85;0,02;0,03;0,02;0,97;0,00;0,00;0,02;0,29;0,00;0,04;0,84;0,06;0,08;0,40;0,15;0,10;0,02;0,55;0,45;0,11;0,76;73035,00;64962,00;0,04;0,19;0,04;0,00;0,04;0,07;0,04;0,91;0,12;0,71;70478,00;64972,00;6096,00;0,08;0,97;0,00;0,03;0,75;0,00;4,70;0,07;6,40;0,07;0,06;25500,00;17358,00;4226,00;0,37;10,20;0,03;0,23;0,01;46601,00;39496,00;39861,00;3126,00;0,86;0,00;0,26;0,00;0,31;0,00;0,00;0,48;0,57;3,20;0,00;0,01;0,15;0,39;0,55;0,21;0,04;0,00;0,01;0,04;0,59;0,06;0,04;0,00;0,00;0,04;0,08;0,01;0,26;0,31;0,26;0,04;0,48;0,34;0,40;0,13;0,15;0,00;0,13;0,22;0,02;0,07;0,00;48,00;0,00;0,00;1,00;13,00;8,00;208,00;0,08;0,04;0,88;0,06;0,13;4,12;0,13;0,40;0,00;0,00;0,98;0,29;0,15;0,08;0,08;0,10;0,02;0,02;0,00;34,00;45,00;23,00;0,40;0,27;0,15;0,21;0,15;0,06;0,08;0,08;0,52;0,27;0,25;0,31;0,04;810,00;0,13;0,06;0,04;0,54;0,31;0,23;0,06;0,04;0,00;2,79;1,98;0,89;0,44;0,25;0,19;861,00;596,00;265,00;0,23;0,00
negative;0,00;0,00;1,00;0,00;666,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;0,09;0,89;0,11;0,77;0,04;0,03;0,06;0,02;0,00;0,03;0,91;0,01;0,02;0,02;0,98;0,00;0,00;0,01;0,27;0,28;0,00;0,51;0,08;0,40;0,40;0,22;0,20;0,01;0,53;0,47;0,33;0,46;46385,00;45557,00;0,10;0,11;0,02;0,00;0,06;0,08;0,04;0,80;0,33;0,39;42738,00;35608,00;2697,00;0,17;0,99;0,00;0,01;0,51;0,02;13,80;0,06;5,30;0,02;0,13;14033,00;11426,00;1183,00;0,35;10,10;0,12;0,16;0,05;33684,00;27667,00;26111,00;1721,00;0,98;0,00;0,22;9,30;0,27;0,03;9,60;0,37;0,49;11,10;0,00;0,13;0,26;0,41;0,53;0,16;0,00;0,00;0,01;0,01;0,54;0,00;0,09;0,00;0,02;0,00;0,05;0,02;0,10;0,26;0,25;0,06;0,28;0,53;0,27;0,32;0,26;0,11;0,17;0,04;0,02;0,06;0,00;42,00;0,00;0,00;0,00;3,00;2,00;181,00;0,03;0,01;0,83;0,05;0,13;3,89;0,06;0,25;0,01;13,00;0,97;0,43;0,21;0,09;0,05;0,03;0,00;0,00;0,00;21,00;27,00;14,00;0,33;0,33;0,14;0,06;0,22;0,12;0,10;0,08;0,36;0,19;0,16;0,19;0,01;1480,00;0,07;0,04;0,03;0,11;0,06;0,05;0,04;0,01;0,00;0,92;0,65;0,27;0,22;0,14;0,08;287,00;206,00;81,00;0,13;1,00
negative;0,00;0,00;0,00;0,00;255,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,00;0,18;0,82;0,18;0,82;0,00;0,03;0,12;0,06;0,00;0,05;0,97;0,00;0,00;0,00;0,98;0,00;0,00;0,02;0,16;0,14;0,10;0,71;0,10;0,19;0,40;0,38;0,17;0,03;0,42;0,46;0,00;0,00;0,00;0,00;0,00;0,06;0,03;0,00;0,27;0,27;0,13;0,67;0,15;0,10;33451,00;34897,00;3214,00;0,35;0,86;0,00;0,00;0,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,83;0,00;0,13;20,00;0,16;0,05;23,10;0,24;0,27;19,00;0,00;0,09;0,19;0,38;0,41;0,09;0,03;0,00;0,00;0,00;0,30;0,00;0,05;0,00;0,00;0,00;0,00;0,00;0,03;0,16;0,14;0,24;0,13;0,72;0,13;0,44;0,28;0,03;0,08;0,03;0,00;0,05;0,00;10,00;0,00;0,00;0,00;3,00;3,00;40,00;0,03;0,01;0,73;0,06;0,10;3,18;0,04;0,26;0,00;0,00;0,95;0,45;0,22;0,08;0,05;0,02;0,00;0,00;0,00;20,00;25,00;12,00;0,27;0,32;0,13;0,05;0,25;0,15;0,10;0,07;0,33;0,18;0,15;0,19;0,02;190,00;0,06;0,04;0,02;0,22;0,14;0,08;0,04;0,01;0,00;0,75;0,63;0,12;0,18;0,13;0,05;243,00;184,00;59,00;0,09;1,00
positive;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,96;0,00;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,98;8,00;0,15;0,85;0,17;0,82;0,01;0,06;0,08;0,05;0,01;0,02;0,86;0,01;0,01;0,01;0,99;0,00;0,00;0,01;0,30;0,07;0,37;0,87;0,00;0,13;0,40;0,23;0,16;0,01;0,49;0,51;0,06;0,62;76067,00;65823,00;0,08;0,18;0,04;0,02;0,13;0,15;0,13;0,79;0,06;0,61;74807,00;63286,00;5775,00;0,08;0,94;0,00;0,03;0,74;0,05;4,20;0,09;9,40;0,07;0,04;22300,00;21423,00;1927,00;0,41;11,50;0,05;0,21;0,02;53017,00;43275,00;35753,00;4816,00;0,92;0,00;0,24;3,10;0,31;0,01;4,60;0,46;0,58;5,40;0,01;0,02;0,20;0,55;0,38;0,19;0,03;0,01;0,02;0,02;0,61;0,05;0,03;0,00;0,05;0,03;0,07;0,02;0,26;0,31;0,29;0,11;0,32;0,47;0,32;0,19;0,13;0,02;0,13;0,17;0,06;0,12;1,00;3,00;1,00;0,00;0,00;2,00;2,00;11,00;0,09;0,05;0,87;0,04;0,18;4,63;0,14;0,42;0,00;0,00;0,99;0,30;0,14;0,11;0,11;0,13;0,04;0,02;0,02;37,00;49,00;25,00;0,39;0,25;0,09;0,23;0,09;0,04;0,05;0,08;0,57;0,26;0,30;0,30;0,04;870,00;0,15;0,08;0,06;1,00;0,55;0,45;0,07;0,04;0,00;3,21;2,81;0,41;0,41;0,23;0,18;1835,00;1293,00;541,00;0,22;0,00
negative;0,00;0,00;0,00;0,00;301,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;8,00;0,10;0,90;0,12;0,84;0,01;0,04;0,06;0,03;0,01;0,03;0,88;0,01;0,02;0,02;0,98;0,00;0,00;0,03;0,32;0,26;0,14;0,73;0,04;0,23;0,40;0,27;0,16;0,02;0,35;0,65;0,06;0,66;65233,00;61114,00;0,03;0,20;0,03;0,03;0,13;0,13;0,06;0,75;0,10;0,61;62808,00;58478,00;2959,00;0,04;0,94;0,00;0,06;0,65;0,11;5,70;0,03;1,80;0,08;0,06;19903,00;19696,00;1442,00;0,10;3,10;0,06;0,25;0,02;45134,00;37787,00;37740,00;2251,00;0,89;0,01;0,26;0,00;0,32;0,01;4,10;0,49;0,58;5,80;0,00;0,01;0,21;0,34;0,58;0,20;0,04;0,02;0,00;0,01;0,61;0,05;0,01;0,01;0,05;0,01;0,06;0,02;0,08;0,32;0,30;0,10;0,30;0,46;0,30;0,17;0,19;0,04;0,19;0,11;0,04;0,08;0,00;10,00;0,00;0,00;0,00;3,00;3,00;41,00;0,08;0,03;0,82;0,04;0,19;4,49;0,09;0,38;0,00;3,00;0,99;0,29;0,17;0,12;0,08;0,09;0,04;0,01;0,00;32,00;40,00;23,00;0,38;0,22;0,11;0,17;0,14;0,06;0,07;0,06;0,53;0,24;0,29;0,29;0,04;781,00;0,13;0,06;0,05;0,53;0,19;0,33;0,06;0,04;0,00;0,77;0,68;0,09;0,38;0,22;0,18;1471,00;840,00;631,00;0,21;1,00
negative;0,00;0,00;1,00;0,00;648,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;80,00;0,09;0,84;0,14;0,80;0,05;0,05;0,06;0,03;0,00;0,03;0,89;0,02;0,01;0,01;0,99;0,01;0,00;0,01;0,28;0,04;0,00;0,72;0,00;0,25;0,50;0,32;0,25;0,06;0,38;0,61;0,18;0,46;48369,00;48821,00;0,09;0,10;0,02;0,01;0,14;0,16;0,14;0,77;0,18;0,44;47531,00;47378,00;2328,00;0,08;0,96;0,00;0,01;0,62;0,08;7,10;0,13;12,70;0,04;0,08;16261,00;15316,00;1236,00;0,53;15,20;0,12;0,14;0,02;33622,00;28233,00;28022,00;1825,00;0,94;0,00;0,22;8,80;0,27;0,03;8,80;0,43;0,51;6,30;0,02;0,09;0,13;0,36;0,58;0,13;0,00;0,01;0,00;0,02;0,54;0,02;0,05;0,01;0,02;0,03;0,03;0,01;0,25;0,27;0,26;0,18;0,23;0,60;0,23;0,18;0,22;0,05;0,11;0,06;0,05;0,08;1,00;43,00;0,00;0,00;0,00;6,00;3,00;184,00;0,04;0,01;0,86;0,04;0,10;4,06;0,08;0,34;0,00;0,00;0,97;0,32;0,19;0,14;0,08;0,04;0,01;0,00;0,00;25,00;31,00;17,00;0,40;0,31;0,16;0,09;0,17;0,08;0,09;0,08;0,38;0,18;0,19;0,25;0,00;0,00;0,04;0,03;0,01;0,05;0,04;0,01;0,03;0,00;0,00;0,29;0,30;0,02;0,32;0,21;0,13;679,00;436,00;243,00;0,19;0,00
negative;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;2,00;0,08;0,89;0,11;0,71;0,11;0,04;0,08;0,00;0,02;0,02;0,05;0,86;0,03;0,01;0,98;0,00;0,00;0,04;0,29;0,23;0,00;0,58;0,12;0,28;0,40;0,02;0,00;0,75;0,16;0,84;0,10;0,68;58261,00;60139,00;0,10;0,16;0,00;0,02;0,08;0,10;0,08;0,78;0,14;0,65;56252,00;59725,00;3611,00;0,14;0,02;0,91;0,05;0,91;0,00;9,40;0,13;13,20;0,08;0,10;20007,00;16831,00;1901,00;0,44;12,80;0,10;0,20;0,05;39489,00;31050,00;30025,00;2309,00;0,00;0,50;0,26;0,00;0,27;0,05;14,30;0,48;0,53;9,30;0,00;0,00;0,09;0,25;0,71;0,21;0,05;0,00;0,00;0,02;0,57;0,02;0,05;0,02;0,05;0,00;0,07;0,02;0,09;0,28;0,26;0,00;0,93;0,02;0,92;0,00;0,16;0,08;0,15;0,05;0,02;0,12;0,00;40,00;0,00;1,00;0,00;4,00;2,00;171,00;0,02;0,00;0,82;0,04;0,18;4,27;0,06;0,30;0,00;0,00;0,98;0,38;0,20;0,10;0,04;0,06;0,02;0,00;0,00;25,00;29,00;20,00;0,32;0,26;0,12;0,10;0,24;0,14;0,10;0,08;0,40;0,20;0,20;0,20;0,00;1060,00;0,06;0,04;0,02;0,30;0,04;0,26;0,04;0,02;0,00;0,62;0,61;0,15;0,26;0,16;0,10;431,00;341,00;90,00;0,14;1,00
positive;0,00;0,00;1,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,02;0,98;0,02;0,94;0,01;0,06;0,01;0,01;0,01;0,05;0,88;0,01;0,01;0,01;0,99;0,00;0,01;0,01;0,28;0,00;0,69;0,95;0,00;0,07;0,40;0,19;0,15;0,01;0,54;0,46;0,02;0,77;74085,00;69359,00;0,02;0,16;0,03;0,00;0,02;0,02;0,00;0,90;0,05;0,77;73640,00;69358,00;3166,00;0,00;0,99;0,00;0,01;0,72;0,02;3,30;0,00;0,00;0,09;0,06;20672,00;18170,00;1370,00;0,04;1,00;0,03;0,26;0,01;47439,00;45630,00;44913,00;2653,00;0,91;0,00;0,26;0,00;0,30;0,01;4,10;0,43;0,50;7,60;0,01;0,04;0,25;0,73;0,18;0,20;0,05;0,00;0,01;0,02;0,53;0,02;0,06;0,00;0,03;0,03;0,07;0,01;0,24;0,30;0,27;0,07;0,28;0,57;0,27;0,24;0,14;0,01;0,15;0,15;0,05;0,10;0,00;1,00;0,00;1,00;0,00;1,00;1,00;3,00;0,07;0,05;0,88;0,03;0,18;4,70;0,09;0,39;0,02;194,00;0,99;0,26;0,16;0,13;0,12;0,11;0,04;0,02;0,01;36,00;48,00;23,00;0,40;0,24;0,13;0,24;0,10;0,04;0,07;0,06;0,54;0,27;0,27;0,30;0,02;750,00;0,15;0,09;0,07;0,36;0,17;0,19;0,08;0,05;0,01;2,24;1,83;0,42;0,43;0,26;0,18;2563,00;1766,00;797,00;0,25;1,00
